-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                          ReluBackward0         0.01%       1.344ms         0.05%       8.303ms      41.515us       0.000us         0.00%       3.048ms      15.240us           0 b           0 b      18.75 Mb           0 b           200  
                               aten::threshold_backward         0.03%       4.509ms         0.04%       6.959ms      34.795us     400.000us         0.00%       3.048ms      15.240us           0 b           0 b      18.75 Mb      18.75 Mb           200  
autograd::engine::evaluate_function: NllLossBackward...         0.02%       3.836ms         0.12%      20.142ms     100.710us       0.000us         0.00%       3.026ms      15.130us           0 b           0 b    -100.00 Kb    -200.00 Kb           200  
                                       NllLossBackward0         0.01%       1.205ms         0.10%      16.306ms      81.530us       0.000us         0.00%       3.026ms      15.130us           0 b           0 b     100.00 Kb           0 b           200  
                                aten::nll_loss_backward         0.05%       8.098ms         0.09%      15.101ms      75.505us     400.000us         0.00%       3.026ms      15.130us           0 b           0 b     100.00 Kb     100.00 Kb           200  
                                              aten::any         0.00%     436.000us         0.01%       1.715ms      42.875us       0.000us         0.00%       2.989ms      74.725us           0 b           0 b      20.00 Kb      -1.00 Kb            40  
cudaOccupancyMaxActiveBlocksPerMultiprocessorWithFla...         0.00%     580.000us         0.00%     580.000us       1.362us       2.986ms         0.02%       2.986ms       7.009us           0 b           0 b           0 b           0 b           426  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       2.947ms         0.02%       2.947ms      14.735us           0 b           0 b           0 b           0 b           200  
                                       aten::zeros_like         0.00%     492.000us         0.02%       2.693ms      21.039us       0.000us         0.00%       2.908ms      22.719us           0 b           0 b     487.00 Kb     -60.00 Kb           128  
autograd::engine::evaluate_function: LogSoftmaxBackw...         0.02%       2.457ms         0.06%      10.135ms      50.675us       0.000us         0.00%       2.873ms      14.365us           0 b           0 b    -100.00 Kb    -200.00 Kb           200  
                                    LogSoftmaxBackward0         0.01%       1.515ms         0.05%       7.678ms      38.390us       0.000us         0.00%       2.873ms      14.365us           0 b           0 b     100.00 Kb           0 b           200  
                       aten::_log_softmax_backward_data         0.02%       3.869ms         0.04%       6.163ms      30.815us     200.000us         0.00%       2.873ms      14.365us           0 b           0 b     100.00 Kb     100.00 Kb           200  
                                              aten::abs         0.02%       2.682ms         0.09%      13.905ms      34.763us     214.000us         0.00%       2.805ms       7.013us           0 b           0 b     200.00 Kb       5.50 Kb           400  
void splitKreduce_kernel<32, 16, int, float, float, ...         0.00%       0.000us         0.00%       0.000us       0.000us       2.796ms         0.02%       2.796ms       2.777us           0 b           0 b           0 b           0 b          1007  
                                            aten::isinf         0.00%     737.000us         0.11%      17.543ms      87.715us       0.000us         0.00%       2.528ms      12.640us           0 b           0 b     130.50 Kb     -73.00 Kb           200  
                        ampere_sgemm_32x32_sliced1x4_nt         0.00%       0.000us         0.00%       0.000us       0.000us       2.525ms         0.02%       2.525ms      10.521us           0 b           0 b           0 b           0 b           240  
                                       aten::reciprocal         0.00%     464.000us         0.05%       7.786ms     155.720us      59.000us         0.00%       2.442ms      48.840us           0 b           0 b      25.00 Kb      25.00 Kb            50  
void geqr2_alg2_domino_merge<float, float, 9, true>(...         0.00%       0.000us         0.00%       0.000us       0.000us       2.442ms         0.02%       2.442ms       1.221ms           0 b           0 b           0 b           0 b             2  
                               aten::cross_entropy_loss         0.00%     630.000us         0.06%      10.295ms      51.475us       0.000us         0.00%       2.274ms      11.370us           0 b           0 b     300.00 Kb       3.00 Kb           200  
                                      aten::masked_fill         0.00%     483.000us         0.04%       7.194ms      36.892us       0.000us         0.00%       2.234ms      11.456us           0 b           0 b     390.00 Mb           0 b           195  
void gemm_second_update<float, 4, 4, 3>(int, int, fl...         0.00%       0.000us         0.00%       0.000us       0.000us       1.948ms         0.01%       1.948ms       4.594us           0 b           0 b           0 b           0 b           424  
                                             aten::relu         0.01%       1.539ms         0.03%       5.386ms      26.930us       0.000us         0.00%       1.918ms       9.590us           0 b           0 b      18.75 Mb           0 b           200  
                                        aten::clamp_min         0.02%       2.523ms         0.02%       3.847ms      19.235us     400.000us         0.00%       1.918ms       9.590us           0 b           0 b      18.75 Mb      18.75 Mb           200  
                       Memcpy HtoD (Pageable -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us       1.906ms         0.01%       1.906ms       0.953us           0 b           0 b           0 b           0 b          2000  
                                 ampere_sgemm_128x32_tn         0.00%       0.000us         0.00%       0.000us       0.000us       1.783ms         0.01%       1.783ms      40.523us           0 b           0 b           0 b           0 b            44  
                                            aten::isnan         0.00%     599.000us         0.07%      10.667ms      53.335us       0.000us         0.00%       1.748ms       8.740us           0 b           0 b     100.00 Kb           0 b           200  
                                               aten::ne         0.04%       5.786ms         0.06%      10.068ms      50.340us     353.000us         0.00%       1.748ms       8.740us           0 b           0 b     100.00 Kb     100.00 Kb           200  
                         Memcpy HtoD (Pinned -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us       1.658ms         0.01%       1.658ms       2.763us           0 b           0 b           0 b           0 b           600  
                        ampere_sgemm_32x32_sliced1x4_tt         0.00%       0.000us         0.00%       0.000us       0.000us       1.624ms         0.01%       1.624ms      25.375us           0 b           0 b           0 b           0 b            64  
                                 ampere_sgemm_32x128_nt         0.00%       0.000us         0.00%       0.000us       0.000us       1.533ms         0.01%       1.533ms       7.406us           0 b           0 b           0 b           0 b           207  
                                 aten::nll_loss_forward         0.02%       3.013ms         0.03%       4.092ms      20.460us     400.000us         0.00%       1.517ms       7.585us           0 b           0 b     200.00 Kb     200.00 Kb           200  
void trmm_right_kernel_core<int, float, 512, 5, 128,...         0.00%       0.000us         0.00%       0.000us       0.000us       1.508ms         0.01%       1.508ms      19.333us           0 b           0 b           0 b           0 b            78  
                                      aten::nll_loss_nd         0.00%     119.000us         0.03%       4.601ms      23.005us       0.000us         0.00%       1.503ms       7.515us           0 b           0 b     200.00 Kb      -9.00 Kb           200  
                                         aten::nll_loss         0.00%     558.000us         0.03%       4.333ms      21.665us       0.000us         0.00%       1.481ms       7.405us           0 b           0 b     200.00 Kb      16.00 Kb           200  
                                             aten::triu         0.00%     781.000us         0.01%       1.333ms      11.108us     586.000us         0.00%       1.480ms      12.333us           0 b           0 b           0 b           0 b           120  
void trmm_right_kernel_core<int, float, 512, 5, 128,...         0.00%       0.000us         0.00%       0.000us       0.000us       1.472ms         0.01%       1.472ms      18.872us           0 b           0 b           0 b           0 b            78  
void trmm_right_kernel_core<int, float, 512, 5, 128,...         0.00%       0.000us         0.00%       0.000us       0.000us       1.470ms         0.01%       1.470ms      18.846us           0 b           0 b           0 b           0 b            78  
                                        aten::ones_like         0.00%     569.000us         0.03%       4.079ms      20.395us       0.000us         0.00%       1.415ms       7.075us           0 b           0 b     100.00 Kb           0 b           200  
                                 ampere_sgemm_32x128_tt         0.00%       0.000us         0.00%       0.000us       0.000us       1.358ms         0.01%       1.358ms      84.875us           0 b           0 b           0 b           0 b            16  
void geqr2_smem_domino_fast<float, float, 8, 512>(in...         0.00%       0.000us         0.00%       0.000us       0.000us       1.350ms         0.01%       1.350ms     675.000us           0 b           0 b           0 b           0 b             2  
                                     aten::masked_fill_         0.01%       1.204ms         0.01%       2.242ms      11.497us     585.000us         0.00%       1.314ms       6.738us           0 b           0 b           0 b           0 b           195  
                                            aten::clamp         0.00%     523.000us         0.00%     786.000us      15.720us      53.000us         0.00%       1.245ms      24.900us           0 b           0 b      25.00 Kb      25.00 Kb            50  
void at::native::(anonymous namespace)::embedding_ba...         0.00%       0.000us         0.00%       0.000us       0.000us       1.200ms         0.01%       1.200ms       6.000us           0 b           0 b           0 b           0 b           200  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       1.122ms         0.01%       1.122ms       5.754us           0 b           0 b           0 b           0 b           195  
                                          aten::resize_         0.03%       4.993ms         0.03%       5.614ms       5.603us       0.000us         0.00%       1.082ms       1.080us           0 b           0 b       2.42 Gb       2.42 Gb          1002  
void at::native::reduce_kernel<256, 2, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us       1.000ms         0.01%       1.000ms       5.000us           0 b           0 b           0 b           0 b           200  
                                            aten::randn         0.00%     125.000us         0.01%       1.389ms      34.725us       0.000us         0.00%     931.000us      23.275us           0 b           0 b      66.08 Mb           0 b            40  
                                          aten::normal_         0.00%     390.000us         0.00%     676.000us      16.900us     268.000us         0.00%     931.000us      23.275us           0 b           0 b           0 b           0 b            40  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     887.000us         0.01%     887.000us       3.774us           0 b           0 b           0 b           0 b           235  
                                              aten::sub         0.02%       2.523ms         0.02%       3.747ms      19.215us     417.000us         0.00%     885.000us       4.538us           0 b           0 b     390.00 Mb     390.00 Mb           195  
                                              aten::all         0.02%       2.869ms         0.02%       4.009ms      20.045us     800.000us         0.01%     867.000us       4.335us           0 b           0 b     100.00 Kb     100.00 Kb           200  
void at_cuda_detail::cub::DeviceUniqueByKeySweepKern...         0.00%       0.000us         0.00%       0.000us       0.000us     862.000us         0.01%     862.000us       4.310us           0 b           0 b           0 b           0 b           200  
void offA_stage1<float, float, 5, 3>(int, int, float...         0.00%       0.000us         0.00%       0.000us       0.000us     813.000us         0.01%     813.000us       2.978us           0 b           0 b           0 b           0 b           273  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     800.000us         0.01%     800.000us       4.000us           0 b           0 b           0 b           0 b           200  
void at_cuda_detail::cub::DeviceRadixSortHistogramKe...         0.00%       0.000us         0.00%       0.000us       0.000us     800.000us         0.01%     800.000us       4.000us           0 b           0 b           0 b           0 b           200  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 16.284s
Self CUDA time total: 14.820s
