-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                          aten::resize_         0.01%       1.537ms         0.01%       1.537ms       6.098us       0.000us         0.00%       0.000us       0.000us           0 B           0 B     620.34 MB     620.34 MB           252  
                                              aten::sub         0.01%     981.475us         0.01%       1.435ms      30.541us     334.261us         0.00%     334.261us       7.112us           0 B           0 B      94.00 MB      94.00 MB            47  
                                              aten::sum         0.29%      52.238ms         0.44%      78.431ms      34.858us     228.456ms         1.35%     228.456ms     101.536us           0 B           0 B      83.08 MB      83.08 MB          2250  
                                        aten::clamp_min         0.01%       1.043ms         0.01%       1.588ms      31.768us     144.476us         0.00%     144.476us       2.890us           0 B           0 B       4.69 MB       4.69 MB            50  
                               aten::threshold_backward         0.01%     911.531us         0.01%       1.432ms      28.636us     150.269us         0.00%     150.269us       3.005us           0 B           0 B       4.69 MB       4.69 MB            50  
                                           Buffer Flush         0.01%       1.270ms         0.01%       1.296ms     185.100us     319.289us         0.00%     319.289us      45.613us           8 B           8 B     693.00 KB     693.00 KB             7  
                                               aten::eq         0.02%       3.781ms         0.03%       4.981ms      49.806us     268.858us         0.00%     268.858us       2.689us           0 B           0 B     225.00 KB     225.00 KB           100  
                                 aten::nll_loss_forward         0.01%       1.108ms         0.01%       1.624ms      32.470us     236.797us         0.00%     236.797us       4.736us           0 B           0 B      50.00 KB      50.00 KB            50  
                                              aten::all         0.01%       1.139ms         0.01%       1.698ms      33.966us     321.371us         0.00%     321.371us       6.427us           0 B           0 B      25.00 KB      25.00 KB            50  
                                     aten::_log_softmax         0.01%       1.212ms         0.01%       1.838ms      36.750us     143.805us         0.00%     143.805us       2.876us           0 B           0 B      25.00 KB      25.00 KB            50  
                                aten::nll_loss_backward         0.01%     916.973us         0.01%       2.590ms      51.802us     160.862us         0.00%     271.068us       5.421us           0 B           0 B      25.00 KB      25.00 KB            50  
                       aten::_log_softmax_backward_data         0.00%     727.286us         0.01%       1.128ms      22.555us     135.230us         0.00%     135.230us       2.705us           0 B           0 B      25.00 KB      25.00 KB            50  
                                               aten::ne         0.01%       1.720ms         0.02%       2.904ms      58.077us     166.302us         0.00%     166.302us       3.326us           0 B           0 B      25.00 KB      25.00 KB            50  
                                              aten::cat         0.01%       2.200ms         0.02%       2.965ms      59.309us     189.917us         0.00%     189.917us       3.798us           0 B           0 B      25.00 KB      25.00 KB            50  
                               aten::linalg_vector_norm         0.01%       1.655ms         0.01%       2.328ms      46.553us     400.308us         0.00%     400.308us       8.006us           0 B           0 B      25.00 KB      25.00 KB            50  
                                       aten::reciprocal         0.00%     755.173us         0.01%       1.280ms      25.600us     152.317us         0.00%     152.317us       3.046us           0 B           0 B      25.00 KB      25.00 KB            50  
                                            aten::clamp         0.00%     892.555us         0.01%       1.475ms      29.501us     135.708us         0.00%     135.708us       2.714us           0 B           0 B      25.00 KB      25.00 KB            50  
                                             aten::mean         0.00%      52.180us         0.00%      79.467us      79.467us       6.240us         0.00%       6.240us       6.240us           0 B           0 B         512 B         512 B             1  
                                          aten::random_         0.00%      29.041us         0.00%      29.041us      29.041us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
                                             aten::item         0.04%       7.801ms        79.62%       14.234s       3.761ms       0.000us         0.00%       3.328ms       0.879us           0 B           0 B           0 B           0 B          3785  
                              aten::_local_scalar_dense         0.11%      19.379ms        79.57%       14.226s       3.759ms       3.328ms         0.02%       3.328ms       0.879us           0 B           0 B           0 B           0 B          3785  
enumerate(DataLoader)#_SingleProcessDataLoaderIter._...         1.63%     291.771ms         1.89%     338.174ms       6.631ms       0.000us         0.00%       0.000us       0.000us           0 B      -6.58 MB           0 B           0 B            51  
                                         aten::randperm         0.00%     431.688us         0.00%     869.237us     434.619us       0.000us         0.00%       0.000us       0.000us     195.31 KB          -8 B           0 B           0 B             2  
                                    aten::scalar_tensor         0.01%       2.165ms         0.01%       2.165ms       3.602us       0.000us         0.00%       0.000us       0.000us       4.70 KB       4.70 KB           0 B           0 B           601  
                                     aten::resolve_conj         0.01%       1.936ms         0.01%       1.936ms       0.395us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          4897  
                                      aten::resolve_neg         0.01%       1.862ms         0.01%       1.862ms       0.380us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          4897  
                                       aten::lift_fresh         0.01%       2.362ms         0.01%       2.362ms       1.004us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          2353  
                                               aten::to         0.06%      11.435ms         3.56%     636.334ms      46.990us       0.000us         0.00%       2.969ms       0.219us       3.19 MB           0 B     121.63 MB           0 B         13542  
                                         aten::_to_copy         0.08%      14.740ms         3.50%     624.899ms     266.368us       0.000us         0.00%       2.969ms       1.266us       3.19 MB           0 B     121.63 MB           0 B          2346  
                                            aten::copy_         0.14%      24.371ms         3.36%     600.055ms     207.201us       5.395ms         0.03%       5.395ms       1.863us           0 B           0 B           0 B           0 B          2896  
                                           aten::select         0.07%      11.956ms         0.09%      16.331ms       3.269us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          4996  
                                       aten::as_strided         0.21%      37.387ms         0.21%      37.387ms       1.199us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B         31170  
                                           aten::detach         0.08%      13.430ms         0.17%      29.660ms       2.923us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B         10146  
                                                 detach         0.09%      16.230ms         0.09%      16.230ms       1.600us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B         10146  
                                          aten::detach_         0.02%       3.839ms         0.04%       6.603ms       3.001us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          2200  
                                                detach_         0.02%       2.763ms         0.02%       2.763ms       1.256us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          2200  
                                       aten::pin_memory         0.01%       1.223ms         0.04%       6.294ms      41.139us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           153  
                                        aten::is_pinned         0.01%       1.367ms         0.01%       2.479ms      16.203us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           153  
                                Activity Buffer Request         0.03%       5.016ms         0.03%       5.016ms     627.058us      98.525us         0.00%      98.525us      12.316us           0 B           0 B           0 B           0 B             8  
                               cudaPointerGetAttributes         0.00%     528.109us         0.00%     528.109us       3.452us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           153  
                                      aten::_pin_memory         0.01%       1.131ms         0.01%       2.592ms      16.943us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           153  
                                             aten::set_         0.00%     315.604us         0.00%     315.604us       2.063us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           153  
                                        cudaMemcpyAsync         0.27%      48.259ms         0.27%      48.259ms      11.097us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          4349  
                         Memcpy HtoD (Pinned -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us     541.878us         0.00%     541.878us       3.613us           0 B           0 B           0 B           0 B           150  
                                  cudaStreamSynchronize        82.39%       14.730s        82.39%       14.730s       3.424ms       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          4302  
                                        aten::embedding         0.01%       1.816ms         0.06%      10.176ms     101.758us       0.000us         0.00%       4.205ms      42.046us           0 B           0 B     618.75 MB           0 B           100  
                                          aten::reshape         0.06%      10.413ms         0.16%      28.568ms       4.232us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          6750  
                                             aten::view         0.32%      56.988ms         0.32%      56.988ms       3.285us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B         17350  
                                     aten::index_select         0.01%       1.884ms         0.04%       7.771ms      77.710us       0.000us         0.00%       4.205ms      42.046us           0 B           0 B     618.75 MB           0 B           100  
                                           aten::expand         0.01%       1.714ms         0.01%       2.282ms       5.319us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           429  
                                           aten::gather         0.01%       1.895ms         0.02%       3.840ms      38.400us       4.205ms         0.02%       4.205ms      42.046us           0 B           0 B           0 B           0 B           100  
                                       cudaLaunchKernel         2.85%     509.562ms         2.86%     512.095ms       7.260us       0.000us         0.00%      74.782us       0.001us           0 B           0 B           0 B           0 B         70540  
void at::native::vectorized_gather_kernel<16, long>(...         0.00%       0.000us         0.00%       0.000us       0.000us       4.205ms         0.02%       4.205ms      42.046us           0 B           0 B           0 B           0 B           100  
                                            aten::slice         0.00%     447.891us         0.00%     522.341us      10.447us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            50  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       5.344ms         0.03%       5.344ms     106.884us           0 B           0 B           0 B           0 B            50  
                                       aten::layer_norm         0.01%       2.010ms         0.21%      38.001ms      58.464us       0.000us         0.00%      78.773ms     121.189us           0 B           0 B       7.64 GB           0 B           650  
                                aten::native_layer_norm         0.09%      15.699ms         0.20%      35.991ms      55.371us      78.773ms         0.47%      78.773ms     121.189us           0 B           0 B       7.64 GB           0 B           650  
                                  cudaStreamIsCapturing         0.01%       2.166ms         0.01%       2.166ms       1.049us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          2065  
                                             cudaMalloc         0.05%       9.177ms         0.05%       9.177ms     141.187us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            65  
void at::native::(anonymous namespace)::vectorized_l...         0.00%       0.000us         0.00%       0.000us       0.000us      78.773ms         0.47%      78.773ms     121.189us           0 B           0 B           0 B           0 B           650  
                                          aten::dropout         0.01%       1.540ms         0.13%      22.424ms      56.061us       0.000us         0.00%      45.060ms     112.649us           0 B           0 B       5.16 GB           0 B           400  
                                   aten::native_dropout         0.05%       8.277ms         0.12%      20.884ms      52.211us      45.060ms         0.27%      45.060ms     112.649us           0 B           0 B       5.16 GB           0 B           400  
                                       aten::empty_like         0.02%       3.790ms         0.09%      15.220ms       8.969us       0.000us         0.00%       0.000us       0.000us           0 B           0 B       9.42 GB           0 B          1697  
void at::native::(anonymous namespace)::fused_dropou...         0.00%       0.000us         0.00%       0.000us       0.000us      45.060ms         0.27%      45.060ms     112.649us           0 B           0 B           0 B           0 B           400  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     136.924us         0.00%     136.924us       2.738us           0 B           0 B           0 B           0 B            50  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     321.371us         0.00%     321.371us       6.427us           0 B           0 B           0 B           0 B            50  
                                       aten::is_nonzero         0.00%     555.981us        79.31%       14.180s      94.530ms       0.000us         0.00%     237.916us       1.586us           0 B           0 B           0 B           0 B           150  
                         Memcpy DtoH (Device -> Pinned)         0.00%       0.000us         0.00%       0.000us       0.000us       3.328ms         0.02%       3.328ms       1.546us           0 B           0 B           0 B           0 B          2152  
                                        aten::unsqueeze         0.04%       6.546ms         0.06%      11.113ms       2.099us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          5294  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     699.956us         0.00%     699.956us      14.893us           0 B           0 B           0 B           0 B            47  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     334.261us         0.00%     334.261us       7.112us           0 B           0 B           0 B           0 B            47  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     572.021us         0.00%     572.021us      12.171us           0 B           0 B           0 B           0 B            47  
                                      aten::masked_fill         0.00%     424.286us         0.02%       3.158ms      67.184us       0.000us         0.00%     695.794us      14.804us           0 B           0 B      94.00 MB           0 B            47  
                                            aten::clone         0.01%       1.439ms         0.06%      10.818ms      31.176us       0.000us         0.00%       2.131ms       6.142us           0 B           0 B     150.25 MB           0 B           347  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us     379.129us         0.00%     379.129us       8.067us           0 B           0 B           0 B           0 B            47  
                                     aten::masked_fill_         0.00%     507.193us         0.01%     972.950us      20.701us     316.665us         0.00%     316.665us       6.738us           0 B           0 B           0 B           0 B            47  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     316.665us         0.00%     316.665us       6.738us           0 B           0 B           0 B           0 B            47  
                                           aten::linear         0.07%      12.235ms         0.80%     143.035ms      75.281us       0.000us         0.00%        3.974s       2.092ms           0 B           0 B      31.65 GB           0 B          1900  
                                                aten::t         0.17%      30.207ms         0.34%      61.583ms       6.482us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          9500  
                                        aten::transpose         0.24%      43.341ms         0.37%      66.373ms       3.729us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B         17800  
                                 volta_sgemm_128x128_tn         0.00%       0.000us         0.00%       0.000us       0.000us        3.972s        23.50%        3.972s       2.206ms           0 B           0 B           0 B           0 B          1800  
                     aten::scaled_dot_product_attention         0.02%       3.615ms         0.18%      31.292ms     104.307us       0.000us         0.00%     271.759ms     905.864us       4.69 KB           0 B       3.57 GB           0 B           300  
          aten::_scaled_dot_product_efficient_attention         0.03%       5.587ms         0.15%      26.201ms      87.337us       0.000us         0.00%     271.759ms     905.864us       4.69 KB           0 B       3.57 GB           0 B           300  
                     aten::_efficient_attention_forward         0.04%       6.426ms         0.10%      17.443ms      58.144us     271.759ms         1.61%     271.759ms     905.864us       4.69 KB           0 B       3.57 GB           0 B           300  
          cudaOccupancyMaxActiveBlocksPerMultiprocessor         0.03%       5.535ms         0.03%       5.535ms       1.845us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          3000  
fmha_cutlassF_f32_aligned_64x64_rf_sm75(PyTorchMemEf...         0.00%       0.000us         0.00%       0.000us       0.000us     271.759ms         1.61%     271.759ms     905.864us           0 B           0 B           0 B           0 B           300  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     453.501ms         2.68%     453.501ms      50.105us           0 B           0 B           0 B           0 B          9051  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     126.095ms         0.75%     126.095ms     420.315us           0 B           0 B           0 B           0 B           300  
                                             aten::relu         0.00%     692.893us         0.01%       2.281ms      45.626us       0.000us         0.00%     144.476us       2.890us           0 B           0 B       4.69 MB           0 B            50  
                               aten::cross_entropy_loss         0.00%     410.601us         0.03%       4.677ms      93.547us       0.000us         0.00%     380.602us       7.612us           0 B           0 B      75.00 KB           0 B            50  
                                      aten::log_softmax         0.00%     329.879us         0.01%       2.230ms      44.605us       0.000us         0.00%     143.805us       2.876us           0 B           0 B      25.00 KB           0 B            50  
                                      aten::nll_loss_nd         0.00%     210.273us         0.01%       2.036ms      40.729us       0.000us         0.00%     236.797us       4.736us           0 B           0 B      50.00 KB           0 B            50  
                                         aten::nll_loss         0.00%     202.675us         0.01%       1.826ms      36.524us       0.000us         0.00%     236.797us       4.736us           0 B           0 B      50.00 KB           0 B            50  
                                        aten::ones_like         0.00%     298.983us         0.01%       1.920ms      38.394us       0.000us         0.00%     116.671us       2.333us           0 B           0 B      25.00 KB           0 B            50  
                                            aten::fill_         0.02%       3.036ms         0.04%       6.595ms      21.983us      23.590ms         0.14%      23.590ms      78.632us           0 B           0 B           0 B           0 B           300  
                                           DivBackward0         0.00%     742.241us         0.03%       5.184ms      51.841us       0.000us         0.00%     248.089us       2.481us           0 B           0 B      50.00 KB           0 B           100  
                                       NllLossBackward0         0.00%     367.158us         0.02%       2.957ms      59.145us       0.000us         0.00%     271.068us       5.421us           0 B           0 B      25.00 KB           0 B            50  
                                            aten::zero_         0.01%       1.148ms         0.04%       6.710ms      26.841us       0.000us         0.00%      23.473ms      93.892us           0 B           0 B           0 B           0 B           250  
                                    LogSoftmaxBackward0         0.00%     361.164us         0.01%       1.489ms      29.778us       0.000us         0.00%     135.230us       2.705us           0 B           0 B      25.00 KB           0 B            50  
                                          ViewBackward0         0.05%       8.638ms         0.15%      26.794ms       5.525us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          4850  
                                         AddmmBackward0         0.12%      21.634ms         1.10%     197.074ms     103.723us       0.000us         0.00%        8.728s       4.594ms           0 B           0 B      40.22 GB           0 B          1900  
autograd::engine::evaluate_function: torch::autograd...         0.16%      27.874ms         0.33%      59.882ms      11.516us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          5200  
                        torch::autograd::AccumulateGrad         0.08%      14.527ms         0.18%      32.008ms       6.155us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          5200  
        autograd::engine::evaluate_function: TBackward0         0.06%      10.998ms         0.15%      26.727ms      14.067us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          1900  
                                             TBackward0         0.02%       3.838ms         0.09%      15.729ms       8.278us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          1900  
                                 NativeDropoutBackward0         0.01%       1.515ms         0.07%      13.172ms      32.930us       0.000us         0.00%      38.595ms      96.487us           0 B           0 B       4.11 GB           0 B           400  
                          aten::native_dropout_backward         0.03%       4.769ms         0.07%      11.657ms      29.143us      38.595ms         0.23%      38.595ms      96.487us           0 B           0 B       4.11 GB           0 B           400  
                                          ReluBackward0         0.00%     304.431us         0.01%       1.736ms      34.725us       0.000us         0.00%     150.269us       3.005us           0 B           0 B       4.69 MB           0 B            50  
                                        SelectBackward0         0.00%     219.242us         0.02%       3.951ms      79.029us       0.000us         0.00%       3.034ms      60.679us           0 B           0 B     600.00 MB           0 B            50  
                                  aten::select_backward         0.00%     526.240us         0.02%       3.732ms      74.644us       0.000us         0.00%       3.034ms      60.679us           0 B           0 B     600.00 MB           0 B            50  
                                            aten::zeros         0.01%       1.319ms         0.05%       8.861ms      44.307us       0.000us         0.00%      23.363ms     116.814us           0 B           0 B       5.08 GB           0 B           200  
                               NativeLayerNormBackward0         0.02%       3.112ms         0.18%      32.567ms      50.104us       0.000us         0.00%     187.064ms     287.790us           0 B           0 B       7.62 GB           0 B           650  
                       aten::native_layer_norm_backward         0.06%       9.895ms         0.16%      29.456ms      45.317us     187.064ms         1.11%     187.064ms     287.790us           0 B           0 B       7.62 GB           0 B           650  
      autograd::engine::evaluate_function: AddBackward0         0.02%       4.117ms         0.04%       6.384ms       9.822us       0.000us         0.00%       3.003ms       4.621us           0 B           0 B      18.75 MB           0 B           650  
                                           AddBackward0         0.01%     985.370us         0.01%     985.370us       1.516us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           650  
                                        cudaMemsetAsync         0.21%      36.764ms         0.21%      36.764ms       6.339us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          5800  
                                          GeluBackward0         0.01%       1.167ms         0.05%       8.828ms      29.427us       0.000us         0.00%     182.340ms     607.801us           0 B           0 B      14.06 GB           0 B           300  
                                             aten::add_         0.61%     109.719ms         1.13%     202.763ms      14.909us     375.091ms         2.22%     375.099ms      27.581us           0 B           0 B           0 B           0 B         13600  
autograd::engine::evaluate_function: TransposeBackwa...         0.04%       7.318ms         0.09%      15.379ms      12.816us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          1200  
                                     TransposeBackward0         0.01%       2.317ms         0.05%       8.061ms       6.718us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          1200  
            ScaledDotProductEfficientAttentionBackward0         0.01%       2.228ms         0.35%      62.416ms     208.054us       0.000us         0.00%        1.279s       4.264ms           0 B           0 B      10.55 GB           0 B           300  
aten::_scaled_dot_product_efficient_attention_backwa...         0.03%       6.194ms         0.34%      60.188ms     200.628us       0.000us         0.00%        1.279s       4.264ms           0 B           0 B      10.55 GB           0 B           300  
                                       aten::contiguous         0.00%     668.279us         0.05%       9.726ms      32.420us       0.000us         0.00%       1.752ms       5.841us           0 B           0 B      56.25 MB           0 B           300  
                                  cudaFuncGetAttributes         0.01%       1.588ms         0.01%       1.588ms       5.292us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           300  
                                     EmbeddingBackward0         0.00%     449.934us         0.13%      23.070ms     230.698us       0.000us         0.00%      50.013ms     500.128us           0 B           0 B       4.48 GB           0 B           100  
                               aten::embedding_backward         0.00%     289.584us         0.13%      22.620ms     226.198us       0.000us         0.00%      50.013ms     500.128us           0 B           0 B       4.48 GB           0 B           100  
                                           aten::arange         0.01%     962.519us         0.02%       3.342ms      33.418us     106.428us         0.00%     212.856us       2.129us           0 B           0 B       3.12 MB           0 B           100  
                                 cudaDeviceGetAttribute         0.00%     128.272us         0.00%     128.272us       0.855us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           150  
cudaOccupancyMaxActiveBlocksPerMultiprocessorWithFla...         0.00%     272.476us         0.00%     272.476us       2.725us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           100  
                                    cudaPeekAtLastError         0.00%      98.540us         0.00%      98.540us       0.116us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           850  
                                            aten::isnan         0.00%     282.719us         0.02%       3.187ms      63.732us       0.000us         0.00%     166.302us       3.326us           0 B           0 B      25.00 KB           0 B            50  
                         volta_sgemm_64x32_sliced1x4_tn         0.00%       0.000us         0.00%       0.000us       0.000us       1.700ms         0.01%       1.700ms      34.006us           0 B           0 B           0 B           0 B            50  
void cublasLt::splitKreduce_kernel<32, 16, int, floa...         0.00%       0.000us         0.00%       0.000us       0.000us     461.433us         0.00%     461.433us       4.614us           0 B           0 B           0 B           0 B           100  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     280.184us         0.00%     280.184us       2.802us           0 B           0 B           0 B           0 B           100  
                         volta_sgemm_32x32_sliced1x4_tn         0.00%       0.000us         0.00%       0.000us       0.000us     723.830us         0.00%     723.830us      14.477us           0 B           0 B           0 B           0 B            50  
void (anonymous namespace)::softmax_warp_forward<flo...         0.00%       0.000us         0.00%       0.000us       0.000us     143.805us         0.00%     143.805us       2.876us           0 B           0 B           0 B           0 B            50  
void at::native::(anonymous namespace)::nll_loss_for...         0.00%       0.000us         0.00%       0.000us       0.000us     236.797us         0.00%     236.797us       4.736us           0 B           0 B           0 B           0 B            50  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      17.409ms         0.10%      17.409ms       3.224us           0 B           0 B           0 B           0 B          5400  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      23.590ms         0.14%      23.590ms      78.632us           0 B           0 B           0 B           0 B           300  
void at::native::(anonymous namespace)::nll_loss_bac...         0.00%       0.000us         0.00%       0.000us       0.000us     160.862us         0.00%     160.862us       3.217us           0 B           0 B           0 B           0 B            50  
void (anonymous namespace)::softmax_warp_backward<fl...         0.00%       0.000us         0.00%       0.000us       0.000us     135.230us         0.00%     135.230us       2.705us           0 B           0 B           0 B           0 B            50  
                         volta_sgemm_32x32_sliced1x4_nn         0.00%       0.000us         0.00%       0.000us       0.000us     461.816us         0.00%     461.816us       9.236us           0 B           0 B           0 B           0 B            50  
                                  volta_sgemm_128x32_nt         0.00%       0.000us         0.00%       0.000us       0.000us     464.217us         0.00%     464.217us       9.284us           0 B           0 B           0 B           0 B            50  
void at::native::reduce_kernel<256, 2, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     636.686us         0.00%     636.686us      12.734us           0 B           0 B           0 B           0 B            50  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      38.595ms         0.23%      38.595ms      96.487us           0 B           0 B           0 B           0 B           400  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     150.269us         0.00%     150.269us       3.005us           0 B           0 B           0 B           0 B            50  
                                  volta_sgemm_128x32_nn         0.00%       0.000us         0.00%       0.000us       0.000us       1.377ms         0.01%       1.377ms      27.531us           0 B           0 B           0 B           0 B            50  
void cublasLt::splitKreduce_kernel<32, 16, int, floa...         0.00%       0.000us         0.00%       0.000us       0.000us     297.689us         0.00%     297.689us       5.954us           0 B           0 B           0 B           0 B            50  
                                  volta_sgemm_128x64_nt         0.00%       0.000us         0.00%       0.000us       0.000us        4.531s        26.82%        4.531s       2.014ms           0 B           0 B           0 B           0 B          2250  
void at::native::reduce_kernel<128, 4, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     188.430ms         1.12%     188.430ms      99.174us           0 B           0 B           0 B           0 B          1900  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       2.047ms         0.01%       2.047ms       5.848us           0 B           0 B           0 B           0 B           350  
void at::native::(anonymous namespace)::layer_norm_g...         0.00%       0.000us         0.00%       0.000us       0.000us     114.663ms         0.68%     114.663ms     176.405us           0 B           0 B           0 B           0 B           650  
void at::native::(anonymous namespace)::GammaBetaBac...         0.00%       0.000us         0.00%       0.000us       0.000us      72.400ms         0.43%      72.400ms     111.385us           0 B           0 B           0 B           0 B           650  
